snomedctconceptid	medcodeid	term	term_main
372064008	990571000006118	Ca breast - NOS	cancer
188153009	880291000006110	Ca breast-lower,inner quadrant	cancer
188155002	880311000006114	Ca breast-lower,outer quadrant	cancer
188152004	880281000006112	Ca breast-upper,inner quadrant	cancer
188154003	880301000006111	Ca breast-upper,outer quadrant	cancer
187732006	1222167011	Ca cardia - stomach	cancer
188280007	880521000006111	Ca cerebrum	cancer
363409003	1228539019	Ca descending colon	cancer
363452003	880441000006117	Ca epididymis/spermatic cord	cancer
363416002	1490770018	Ca extrahepatic bile ducts	cancer
372064008	531851000006119	Ca female breast	cancer
187741001	1222169014	Ca fundus - stomach	cancer
363382005	879711000006110	Ca gum, + rest of mouth	cancer
363407001	1228537017	Ca hepatic flexure - colon	cancer
92546004	881201000006113	Ca in situ bladder - papilloma	cancer
188250002	880481000006111	Ca kidney	cancer
187841006	1494921019	Ca larynx - glottis	cancer
363430007	1228557018	Ca larynx - subglottis	cancer
187842004	1222176016	Ca larynx - supraglottis	cancer
95214007	1235891015	Ca liver - primary	cancer
187767006	879931000006119	Ca liver/biliary system	cancer
187868006	880071000006115	Ca lower lobe bronchus/lung	cancer
187727005	1216078017	Ca lower third oesophagus	cancer
94392001	880571000006112	Ca lymph nodes - secondary	cancer
363378008	879701000006112	Ca major salivary gland	cancer
187864008	880061000006110	Ca middle lobe bronchus/lung	cancer
187726001	1216077010	Ca middle third oesophagus	cancer
363392002	879721000006119	Ca oro/naso/hypopharynx	cancer
187952001	1494922014	Ca pelvic bones/sacrum/coccyx	cancer
187736009	1222168018	Ca pylorus - stomach	cancer
363414004	1228543015	Ca rectosigmoid junction	cancer
187760008	879891000006111	Ca rectum + Ca anus	cancer
187920001	1222177013	Ca ribs/sternum/clavicle	cancer
363410008	1228540017	Ca sigmoid colon	cancer
188127001	880241000006118	Ca skin - lower limb	cancer
188119005	880231000006111	Ca skin - upper limb	cancer
187900002	880091000006119	Ca skull/face/jaw bone	cancer
363413005	1228542013	Ca splenic flexure - colon	cancer
363478007	880531000006114	Ca thyroid	cancer
430621000	880041000006111	Ca trachea/bronchus/lung	cancer
430621000	880031000006118	Ca trachea/bronchus/lung NOS	cancer
363408006	1228538010	Ca transverse colon	cancer
187929000	880111000006111	Ca upper limb bones/scapula	cancer
269464000	880051000006113	Ca upper lobe bronchus/lung	cancer
187725002	1216076018	Ca upper third oesophagus	cancer
371972005	990581000006115	Ca uterus NOS	cancer
275419009	880421000006112	Ca vulva	cancer
92600008	531861000006117	Ca-in-situ of G.I. tract	cancer
720006006	1780324019	Cancer care review	cancer
395099008	1488798019	Cancer confirmed	cancer
395081000	1488780018	Cancer diagnosis discussed	cancer
395672005	1489329011	Cancer diagnosis discussed with patient	cancer
395671003	1489328015	Cancer diagnosis discussed with significant other	cancer
413737006	2533540016	Cancer hospital treatment completed	cancer
363508008	841331000006115	Cancer of bowel	cancer
363443007	1228570010	Cancer of ovary	cancer
413742003	2534102018	Cancer pain and symptom management	cancer
413743008	2534080010	Cancer rehabilitation and readaption	cancer
395073001	1488772013	Cancer treatment started	cancer
363346000	533321000006119	Cancers	cancer
399326009	880461000006118	Carcinoma bladder	cancer
371972005	880381000006119	Carcinoma body of uterus	cancer
372064008	880261000006119	Carcinoma breast	cancer
255086002	380139012	Carcinoma common bile duct	cancer
372140005	535221000006113	Carcinoma gallbladder	cancer
271468000	880351000006110	Carcinoma genital organs	cancer
109355002	2659784018	Carcinoma in situ	cancer
189336000	881181000006112	Carcinoma in situ breast	cancer
109355002	290901019	Carcinoma in situ NOS	cancer
92527000	153085017	Carcinoma in situ of adrenal gland	cancer
92530007	153088015	Carcinoma in situ of ampulla of Vater	cancer
92531006	153089011	Carcinoma in situ of anal canal	cancer
92537005	290753018	Carcinoma in situ of anus NOS	cancer
92539008	153099018	Carcinoma in situ of appendix	cancer
189258000	290783010	Carcinoma in situ of aryepiglottic fold	cancer
189255002	290780013	Carcinoma in situ of arytenoid cartilage	cancer
92542002	153102018	Carcinoma in situ of ascending colon	cancer
92545000	535331000006115	Carcinoma in situ of biliary system	cancer
92546004	153107012	Carcinoma in situ of bladder	cancer
92549006	153111018	Carcinoma in situ of body of stomach	cancer
92550006	153112013	Carcinoma in situ of body of uterus	cancer
189336000	290868010	Carcinoma in situ of breast	cancer
109355002	290867017	Carcinoma in situ of breast and genitourinary system	cancer
189262006	290788018	Carcinoma in situ of bronchus and lung	cancer
189262006	290794014	Carcinoma in situ of bronchus or lung NOS	cancer
92559007	201638010	Carcinoma in situ of caecum	cancer
92560002	153124018	Carcinoma in situ of cardia of stomach	cancer
189263001	290789014	Carcinoma in situ of carina of bronchus	cancer
92564006	153129011	Carcinoma in situ of cervix uteri	cancer
92558004	510029018	Carcinoma in situ of cheek	cancer
92568009	153133016	Carcinoma in situ of colon	cancer
92568009	290750015	Carcinoma in situ of colon NOS	cancer
92570000	153136012	Carcinoma in situ of common bile duct	cancer
189253009	290778019	Carcinoma in situ of cricoid cartilage	cancer
92574009	153140015	Carcinoma in situ of cystic duct	cancer
92575005	153141016	Carcinoma in situ of descending colon	cancer
109850001	535541000006116	Carcinoma in situ of digestive organs	cancer
109850001	290775016	Carcinoma in situ of digestive organs NOS	cancer
92577002	153143018	Carcinoma in situ of duodenum	cancer
255144005	380242014	Carcinoma in situ of ear	cancer
92580001	153146014	Carcinoma in situ of endocervix	cancer
92582009	153149019	Carcinoma in situ of endometrium	cancer
92584005	153151015	Carcinoma in situ of epiglottis	cancer
92586007	153155012	Carcinoma in situ of ethmoidal sinus	cancer
92587003	153156013	Carcinoma in situ of eustachian tube	cancer
92588008	153157016	Carcinoma in situ of exocervix	cancer
92590009	153160011	Carcinoma in situ of eye	cancer
92591008	153162015	Carcinoma in situ of fallopian tube	cancer
92594000	290889018	Carcinoma in situ of female genital organs NOS	cancer
92595004	153169012	Carcinoma in situ of floor of mouth	cancer
92598002	153174016	Carcinoma in situ of fundus of stomach	cancer
92599005	535711000006110	Carcinoma in situ of gall bladder	cancer
92603005	153180012	Carcinoma in situ of glottis	cancer
92605003	535731000006116	Carcinoma in situ of gums	cancer
189243008	290768017	Carcinoma in situ of hepatic duct	cancer
92608001	153187010	Carcinoma in situ of hepatic flexure of colon	cancer
92612007	153191017	Carcinoma in situ of hypopharynx	cancer
92613002	153193019	Carcinoma in situ of ileum	cancer
92618006	153200017	Carcinoma in situ of intrahepatic bile ducts	cancer
92621008	153203015	Carcinoma in situ of jejunum	cancer
92634009	153218019	Carcinoma in situ of larynx	cancer
92634009	290787011	Carcinoma in situ of larynx NOS	cancer
92643000	153229015	Carcinoma in situ of lip	cancer
271325000	406054011	Carcinoma in situ of lip, oral cavity and pharynx	cancer
92660005	290718013	Carcinoma in situ of lip, oral cavity and pharynx NOS	cancer
92644006	153231012	Carcinoma in situ of liver	cancer
271525004	406332017	Carcinoma in situ of liver and biliary system	cancer
271525004	290772018	Carcinoma in situ of liver or biliary system NOS	cancer
92648009	1217274016	Carcinoma in situ of lower 1/3 oesophagus	cancer
189267000	290793015	Carcinoma in situ of lower lobe bronchus and lung	cancer
92650001	153239014	Carcinoma in situ of main bronchus	cancer
92653004	290893012	Carcinoma in situ of male genital organs NOS	cancer
92654005	153246017	Carcinoma in situ of mastoid air cells	cancer
92655006	153247014	Carcinoma in situ of maxillary sinus	cancer
92656007	153248016	Carcinoma in situ of Meckel's diverticulum	cancer
92658008	1217275015	Carcinoma in situ of middle 1/3 oesophagus	cancer
189266009	290792013	Carcinoma in situ of middle lobe bronchus and lung	cancer
92663007	153256018	Carcinoma in situ of nasal cavity	cancer
189251006	535981000006118	Carcinoma in situ of nasal sinuses	cancer
92664001	153258017	Carcinoma in situ of nasopharynx	cancer
92585006	201640017	Carcinoma in situ of oesophagus	cancer
92585006	290732010	Carcinoma in situ of oesophagus NOS	cancer
92660005	510061019	Carcinoma in situ of oral cavity	cancer
92668003	153265013	Carcinoma in situ of oropharynx	cancer
109850001	290773011	Carcinoma in situ of other and unspecified digestive organs	cancer
92594000	403735010	Carcinoma in situ of other and unspecified parts of uterus	cancer
109355002	290895017	Carcinoma in situ of other and unspecified sites	cancer
109850001	290758010	Carcinoma in situ of other and unspecified small intestine	cancer
189251006	536081000006111	Carcinoma in situ of other specified part respiratory system	cancer
109355002	290896016	Carcinoma in situ of other specified site	cancer
109355002	290900018	Carcinoma in situ of other specified site NOS	cancer
92749008	290865013	Carcinoma in situ of other specified sites of skin	cancer
92669006	153267017	Carcinoma in situ of ovary	cancer
92670007	153268010	Carcinoma in situ of palate	cancer
92672004	153272014	Carcinoma in situ of pancreas	cancer
92675002	153276012	Carcinoma in situ of parathyroid gland	cancer
92679008	153280019	Carcinoma in situ of penis	cancer
92680006	153282010	Carcinoma in situ of perianal skin	cancer
92681005	153283017	Carcinoma in situ of pharynx	cancer
92683008	153286013	Carcinoma in situ of pituitary gland	cancer
92685001	153288014	Carcinoma in situ of pleura	cancer
92691004	153295017	Carcinoma in situ of prostate	cancer
92692006	153296016	Carcinoma in situ of pyloric antrum	cancer
92693001	510074013	Carcinoma in situ of pyloric canal	cancer
92695008	153299011	Carcinoma in situ of rectosigmoid junction	cancer
92696009	153300015	Carcinoma in situ of rectum	cancer
189231007	290751016	Carcinoma in situ of rectum and rectosigmoid junction	cancer
126837005	290752011	Carcinoma in situ of rectum or rectosigmoid junction NOS	cancer
189251006	290804014	Carcinoma in situ of respiratory organ NOS	cancer
189251006	290776015	Carcinoma in situ of respiratory system	cancer
189212001	536301000006117	Carcinoma in situ of salivary glands	cancer
189292002	290822012	Carcinoma in situ of scalp	cancer
189291009	290821017	Carcinoma in situ of scalp and skin of neck	cancer
189291009	290824013	Carcinoma in situ of scalp or skin of neck NOS	cancer
92706007	153311011	Carcinoma in situ of scrotum	cancer
92708008	153313014	Carcinoma in situ of sigmoid colon	cancer
92749008	153358015	Carcinoma in situ of skin	cancer
92749008	290866014	Carcinoma in situ of skin NOS	cancer
189300003	290830013	Carcinoma in situ of skin of abdominal wall	cancer
189279000	290808012	Carcinoma in situ of skin of auricle	cancer
92712002	153317010	Carcinoma in situ of skin of axilla	cancer
92713007	153318017	Carcinoma in situ of skin of back	cancer
92714001	153319013	Carcinoma in situ of skin of breast	cancer
92715000	153320019	Carcinoma in situ of skin of buttock	cancer
92716004	153321015	Carcinoma in situ of skin of cheek	cancer
189295000	290827018	Carcinoma in situ of skin of chest wall NOS	cancer
92722008	153327016	Carcinoma in situ of skin of eyebrow	cancer
189277003	290806011	Carcinoma in situ of skin of eyelid including canthus	cancer
92726006	153332015	Carcinoma in situ of skin of foot	cancer
92728007	1235762013	Carcinoma in situ of skin of forehead skin	cancer
92729004	153335018	Carcinoma in situ of skin of groin	cancer
92730009	153336017	Carcinoma in situ of skin of hand	cancer
92731008	153337014	Carcinoma in situ of skin of hip	cancer
189289001	290819010	Carcinoma in situ of skin of jaw	cancer
92732001	153338016	Carcinoma in situ of skin of knee	cancer
92735004	536561000006111	Carcinoma in situ of skin of leg	cancer
92734000	153340014	Carcinoma in situ of skin of lip	cancer
189309002	290839014	Carcinoma in situ of skin of lower arm	cancer
189317005	290849012	Carcinoma in situ of skin of lower leg	cancer
92735004	290843013	Carcinoma in situ of skin of lower limb and hip	cancer
92735004	290851011	Carcinoma in situ of skin of lower limb or hip NOS	cancer
92736003	153343011	Carcinoma in situ of skin of neck	cancer
92737007	153344017	Carcinoma in situ of skin of nose	cancer
92749008	536641000006113	Carcinoma in situ of skin of other parts of face	cancer
92749008	536651000006110	Carcinoma in situ of skin of other parts of face NOS	cancer
92738002	153345016	Carcinoma in situ of skin of perineum	cancer
92741006	153348019	Carcinoma in situ of skin of shoulder	cancer
189288009	290818019	Carcinoma in situ of skin of temple	cancer
92743009	153350010	Carcinoma in situ of skin of thigh	cancer
189295000	290835015	Carcinoma in situ of skin of trunk NOS	cancer
189295000	290825014	Carcinoma in situ of skin of trunk, excluding scrotum	cancer
189308005	290838018	Carcinoma in situ of skin of upper arm	cancer
189306009	290836019	Carcinoma in situ of skin of upper limb and shoulder	cancer
189306009	290841010	Carcinoma in situ of skin of upper limb or shoulder NOS	cancer
189251006	536751000006117	Carcinoma in situ of specified parts respiratory system NOS	cancer
92753005	153364010	Carcinoma in situ of sphenoidal sinus	cancer
92754004	153365011	Carcinoma in situ of spleen	cancer
189229003	290749015	Carcinoma in situ of splenic flexure of colon	cancer
92756002	153367015	Carcinoma in situ of stomach	cancer
92756002	290741017	Carcinoma in situ of stomach NOS	cancer
92764008	153376010	Carcinoma in situ of testis	cancer
189252004	290777012	Carcinoma in situ of thyroid cartilage	cancer
92767001	153380017	Carcinoma in situ of thyroid gland	cancer
92769003	153382013	Carcinoma in situ of tongue	cancer
92772005	153386011	Carcinoma in situ of trachea	cancer
92773000	153388012	Carcinoma in situ of transverse colon	cancer
92780003	1217276019	Carcinoma in situ of upper 1/3 oesophagus	cancer
189265008	290791018	Carcinoma in situ of upper lobe bronchus and lung	cancer
255150000	290894018	Carcinoma in situ of urinary organs NOS	cancer
92791005	153410011	Carcinoma in situ of vagina	cancer
189259008	290784016	Carcinoma in situ of vestibular fold	cancer
92603005	510045016	Carcinoma in situ of vocal fold - glottis	cancer
92802003	153422014	Carcinoma in situ of vulva	cancer
92594000	536981000006110	Carcinoma in situ other and unspecified female genital organ	cancer
92653004	536991000006113	Carcinoma in situ other and unspecified male genital organs	cancer
109850001	537001000006117	Carcinoma in situ other and unspecified small intestine NOS	cancer
255144005	537011000006119	Carcinoma in situ skin of ear and external auricular canal	cancer
92724009	537021000006110	Carcinoma in situ skin of ear/external auricular canal NOS	cancer
255068000	380094018	Carcinoma of bone, connective tissue, skin and breast	cancer
255081007	380129018	Carcinoma of caecum	cancer
269456006	537051000006118	Carcinoma of digestive organs and peritoneum	cancer
255066001	380092019	Carcinoma of genitourinary organ	cancer
269515006	403771011	Carcinoma of lip	cancer
255069008	380095017	Carcinoma of lip, oral cavity and pharynx	cancer
363346000	380211016	Carcinoma of other and unspecified sites	cancer
254582000	379088010	Carcinoma of rectum	cancer
126667002	380110012	Carcinoma of respiratory tract and intrathoracic organs	cancer
307593001	450901012	Carcinomatosis	cancer
94248000	543041000006111	Cerebral metastasis	cancer
428061005	543111000006111	Cerebral tumour - malignant	cancer
363354003	543481000006111	Cervical carcinoma (uterus)	cancer
188188009	552661000006114	Choriocarcinoma	cancer
188188009	289184018	Choriocarcinoma	cancer
92564006	557401000006113	CIN III - carcinoma in situ of cervix	cancer
83284001	138122012	Clark melanoma level 1	cancer
50542000	84190018	Clark melanoma level 2	cancer
21165006	35572018	Clark melanoma level 3	cancer
1556006	3704012	Clark melanoma level 4	cancer
16034002	27148012	Clark melanoma level 5	cancer
363406005	573611000006118	Colonic cancer	cancer
887521000000104	1884191000006113	Crv smr - hi grade dyskaryosis? invasive squamous carcinoma	cancer
1091861000000100	1815221000006115	Cutaneous follicle centre lymphoma	cancer
166851000000104	226911000000117	Date cancer diagnosis received in primary care	cancer
276799004	413089014	Dermatofibrosarcoma protuberans	cancer
449220000	2901912012	Diffuse follicle centre lymphoma	cancer
188676008	621041000006116	Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma	cancer
302842009	444799014	Diffuse non-Hodgkin's centroblastic lymphoma	cancer
109966003	1219545019	Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma	cancer
109969005	1668101000000112	Diffuse non-Hodgkin's large cell lymphoma	cancer
109965004	621071000006112	Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma	cancer
188679001	289812013	Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)	cancer
109962001	621091000006113	Diffuse non-Hodgkin's lymphoma, unspecified	cancer
188674006	289799010	Diffuse non-Hodgkin's small cell (diffuse) lymphoma	cancer
188675007	289801013	Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma	cancer
405843009	403704016	Disseminated malignancy NOS	cancer
254656002	118574012	Erythroplasia	cancer
301889008	651081000006111	Excision malignant skin tumour	cancer
445269007	1815131000006111	Extranod marg zone B-cell lymphom mucosa-assoc lymphoid tiss	cancer
187822008	288762017	Fibrosarcoma of spleen	cancer
254383006	378691015	FIGO staging of gynaecological malignancy	cancer
308121000	1815151000006116	Follicular lymphoma	cancer
847481000000109	1815161000006119	Follicular lymphoma grade 1	cancer
847631000000107	1815171000006114	Follicular lymphoma grade 2	cancer
847651000000100	1815181000006112	Follicular lymphoma grade 3	cancer
847691000000108	2124491000000113	Follicular lymphoma grade 3a	cancer
847701000000108	2124511000000117	Follicular lymphoma grade 3b	cancer
308121000	763421000006116	Follicular lymphoma NOS	cancer
188672005	763431000006118	Follicular non-Hodg mixed sml cleavd & lge cell lymphoma	cancer
277641001	414278016	Follicular non-Hodgkin's large cell lymphoma	cancer
308121000	451429010	Follicular non-Hodgkin's lymphoma	cancer
277625002	414257019	Follicular non-Hodgkin's small cleaved cell lymphoma	cancer
109984001	2659693012	Gamma heavy chain disease	cancer
385377005	844951000006111	Gleason grading of prostate cancer	cancer
369775001	1490806016	Gleason prostate grade 2-4 (low)	cancer
394932008	1488634012	Gleason prostate grade 5-7 (medium)	cancer
369777009	1490807013	Gleason prostate grade 8-10 (high)	cancer
754351000000100	1755801000006118	Grade 1 (Stage pTa) papillary urothelial/transitional cell carcinoma	cancer
754361000000102	1755811000006115	Grade 2 (Stage pTa) papillary urothelial/transitional cell carcinoma	cancer
754371000000109	1755821000006111	Grade 3 (Stage pTa) papillary urothelial/transitional cell carcinoma	cancer
68979007	114573012	Heavy chain disease	cancer
109843000	342834014	Hepatoblastoma of liver	cancer
109841003	342807011	Hepatocellular carcinoma	cancer
315058005	459527013	Hereditary nonpolyposis colon cancer	cancer
446711009	299581000000117	High grade prostatic intraepithelial neoplasia	cancer
109988003	2659772015	Histiocytic sarcoma	cancer
118614007	824231000006111	Histiocytosis X (acute, progressive)	cancer
86406008	825711000006111	HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu	cancer
442537007	825721000006115	HIV dis resulting oth types of non-Hodgkin's lymphoma	cancer
713897006	2168331000000117	HIV disease resulting in Burkitt lymphoma	cancer
713897006	287029018	HIV disease resulting in Burkitt's lymphoma	cancer
420524008	1814931000006110	HIV disease resulting in Kaposi sarcoma	cancer
420524008	825771000006119	HIV disease resulting in Kaposi's sarcoma	cancer
713572001	287031010	HIV disease resulting in multiple malignant neoplasms	cancer
442537007	1814951000006115	HIV disease resulting in other types of non-Hodgkin lymphoma	cancer
86406008	825841000006115	HIV disease resulting in unspecified malignant neoplasm	cancer
118599009	1815031000006110	Hodgkin lymphoma	cancer
118599009	1815101000006115	Hodgkin lymphoma NOS	cancer
118607005	2663377018	Hodgkin lymphoma, lymphocyte-rich	cancer
118599009	2663473018	Hodgkin's disease	cancer
118599009	289702012	Hodgkin's disease NOS	cancer
118599009	826121000006114	Hodgkin's disease NOS	cancer
93520007	289706010	Hodgkin's disease NOS of intra-abdominal lymph nodes	cancer
93522004	289705014	Hodgkin's disease NOS of intrathoracic lymph nodes	cancer
93525002	826171000006110	Hodgkin's disease NOS of lymph nodes inguinal region and leg	cancer
93523009	826181000006113	Hodgkin's disease NOS of lymph nodes of axilla and arm	cancer
93524003	289704013	Hodgkin's disease NOS of lymph nodes of head, face and neck	cancer
93526001	289711012	Hodgkin's disease NOS of lymph nodes of multiple sites	cancer
93527005	289710013	Hodgkin's disease NOS of spleen	cancer
118599009	289703019	Hodgkin's disease NOS, unspecified site	cancer
118610003	2663187010	Hodgkin's disease, lymphocytic depletion	cancer
118610003	289701017	Hodgkin's disease, lymphocytic depletion NOS	cancer
188592008	289699017	Hodgkin's disease, lymphocytic depletion of spleen	cancer
118607005	826261000006110	Hodgkin's disease, lymphocytic-histiocytic predominance	cancer
118609008	2663461018	Hodgkin's disease, mixed cellularity	cancer
118609008	289679011	Hodgkin's disease, mixed cellularity NOS	cancer
118609008	289670010	Hodgkin's disease, mixed cellularity of unspecified site	cancer
118608000	1220414014	Hodgkin's disease, nodular sclerosis	cancer
118608000	289669014	Hodgkin's disease, nodular sclerosis NOS	cancer
93518009	154811011	Hodgkin's disease, nodular sclerosis of spleen	cancer
118608000	289660013	Hodgkin's disease, nodular sclerosis of unspecified site	cancer
118602004	2663476014	Hodgkin's granuloma	cancer
118602004	289638010	Hodgkin's granuloma NOS	cancer
188534006	289629013	Hodgkin's granuloma of lymph nodes of head, face and neck	cancer
118602004	289628017	Hodgkin's granuloma of unspecified site	cancer
188589009	826471000006116	Hodgkin's lymphocytic depletion lymph nodes axilla and arm	cancer
188590000	826481000006118	Hodgkin's lymphocytic depletion lymph nodes inguinal and leg	cancer
188593003	826491000006115	Hodgkin's lymphocytic depletion lymph nodes multiple sites	cancer
118610003	289680014	Hodgkin's lymphocytic depletion of unspecified site	cancer
188576003	826561000006112	Hodgkin's mixed cellularity of intrathoracic lymph nodes	cancer
188575004	826571000006117	Hodgkin's mixed cellularity of lymph nodes head, face, neck	cancer
188579005	826581000006119	Hodgkin's mixed cellularity of lymph nodes inguinal and leg	cancer
188565002	826611000006110	Hodgkin's nodular sclerosis of head, face and neck	cancer
188567005	826631000006116	Hodgkin's nodular sclerosis of intra-abdominal lymph nodes	cancer
188566001	826651000006111	Hodgkin's nodular sclerosis of intrathoracic lymph nodes	cancer
188568000	826661000006113	Hodgkin's nodular sclerosis of lymph nodes of axilla and arm	cancer
188572001	826671000006118	Hodgkin's nodular sclerosis of lymph nodes of multiple sites	cancer
118605002	826681000006115	Hodgkin's paragranuloma	cancer
118605002	289627010	Hodgkin's paragranuloma NOS	cancer
93493001	289621011	Hodgkin's paragranuloma of intra-abdominal lymph nodes	cancer
118605002	289616013	Hodgkin's paragranuloma of unspecified site	cancer
118606001	2663376010	Hodgkin's sarcoma	cancer
118606001	289648012	Hodgkin's sarcoma NOS	cancer
188547001	289643015	Hodgkin's sarcoma of lymph nodes of axilla and upper limb	cancer
118606001	289639019	Hodgkin's sarcoma of unspecified site	cancer
188559002	826911000006116	Hodgkin's, lymphocytic-histiocytic pred inguinal and leg	cancer
93493001	826921000006112	Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node	cancer
93494007	826931000006110	Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes	cancer
93495008	826941000006117	Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes	cancer
188554007	826951000006115	Hodgkin's, lymphocytic-histiocytic pred of head, face, neck	cancer
188562004	826961000006118	Hodgkin's, lymphocytic-histiocytic pred of multiple sites	cancer
118607005	289659015	Hodgkin's, lymphocytic-histiocytic predominance NOS	cancer
93500006	289657018	Hodgkin's, lymphocytic-histiocytic predominance of spleen	cancer
118607005	826991000006114	Hodgkin's, lymphocytic-histiocytic predominance unspec site	cancer
713572001	287014015	Human immunodeficiency virus with secondary cancers	cancer
702391001	289288012	Hypernephroma	cancer
44194005	767711000006113	Intravesical install chemotherapeutic agent for malignancy	cancer
109989006	344818012	Kahler's disease	cancer
109391009	173950019	Kaposi's sarcoma of lymph nodes	cancer
109392002	755631000006110	Kaposi's sarcoma of multiple organs	cancer
109388009	173946014	Kaposi's sarcoma of palate	cancer
109386008	173944012	Kaposi's sarcoma of skin	cancer
188029000	289008015	Kaposi's sarcoma of soft tissue	cancer
109385007	755671000006113	Kaposi's sarcoma, unspecified	cancer
313427003	457317011	Lambda light chain myeloma	cancer
118614007	745971000006116	Letterer-Siwe disease	cancer
118614007	289780018	Letterer-Siwe disease NOS	cancer
93135004	154082012	Letterer-Siwe disease of intrathoracic lymph nodes	cancer
93139005	154089015	Letterer-Siwe disease of lymph nodes of multiple sites	cancer
118614007	289776011	Letterer-Siwe disease of unspecified sites	cancer
269515006	879681000006114	Lip carcinoma	cancer
94381002	739801000006115	Liver metastases	cancer
109888004	174576019	Lobular carcinoma in situ of breast	cancer
314955001	459378019	Local recurrence of malignant tumour of breast	cancer
314955001	1803781000006110	Local recurrence of malignant tumour of breast	cancer
314968009	459399016	Local recurrence of malignant tumour of urinary bladder	cancer
314968009	1803771000006112	Local recurrence of malignant tumour of urinary bladder	cancer
93880001	733371000006119	Lung cancer	cancer
94392001	732441000006113	Lymph node metastases	cancer
269475001	880781000006115	Lymphatic tissue carcinoma	cancer
109965004	2168691000000110	Lymphoblastic (diffuse) lymphoma	cancer
118610003	1815071000006113	Lymphocyte depleted classical Hodgkin lymphoma	cancer
118607005	2870724014	Lymphocyte-rich classical Hodgkin lymphoma	cancer
269475001	403710016	Lymphoid and histiocytic malignancy NOS	cancer
30440004	50949017	Lymphoma stage I	cancer
76422004	126918018	Lymphoma stage II	cancer
56944001	94699019	Lymphoma stage III	cancer
66445009	110346017	Lymphoma stage IV	cancer
188498009	289591011	Lymphosarcoma	cancer
188487008	289580016	Lymphosarcoma and reticulosarcoma	cancer
188498009	289601010	Lymphosarcoma NOS	cancer
188502002	289595019	Lymphosarcoma of intra-abdominal lymph nodes	cancer
188501009	289594015	Lymphosarcoma of intrathoracic lymph nodes	cancer
188500005	289593014	Lymphosarcoma of lymph nodes of head, face and neck	cancer
188504001	731691000006110	Lymphosarcoma of lymph nodes of inguinal region and leg	cancer
188507008	289600011	Lymphosarcoma of lymph nodes of multiple sites	cancer
188506004	289599013	Lymphosarcoma of spleen	cancer
188498009	289592016	Lymphosarcoma of unspecified site	cancer
188321006	730491000006117	Mal neoplasm/periph nerves+autonomic nervous system,unspc	cancer
109384006	730001000006117	Malig neo, overlapping lesion of heart, mediastinum & pleura	cancer
187833006	730011000006119	Malig neop auditory tube, middle ear and mastoid air cells	cancer
187833006	730021000006110	Malig neop auditory tube, middle ear, mastoid air cells NOS	cancer
302816009	730031000006113	Malig neop connective and soft tissue head, face, neck NOS	cancer
187999008	730241000006113	Malig neop connective and soft tissue hip and leg NOS	cancer
188002005	730251000006110	Malig neop connective and soft tissue of popliteal space	cancer
269469005	729281000006113	Malig neop connective and soft tissue other specified site	cancer
187991006	729291000006111	Malig neop connective and soft tissue upper limb/shoulder	cancer
187991006	729301000006112	Malig neop connective soft tissue upper limb/shoulder NOS	cancer
188261005	729311000006110	Malig neop eyeball excl conjunctiva, cornea, retina, choroid	cancer
187828007	729321000006119	Malig neop nasal cavities, middle ear and accessory sinuses	cancer
271467005	729331000006116	Malig neop of bone, connective tissue, skin and breast	cancer
271467005	729341000006114	Malig neop of bone, connective tissue, skin and breast NOS	cancer
271467005	729351000006111	Malig neop of bone, connective tissue, skin and breast OS	cancer
302816009	729361000006113	Malig neop of connective and soft tissue head, face and neck	cancer
188015001	729371000006118	Malig neop of connective and soft tissue of abdomen NOS	cancer
188016000	729381000006115	Malig neop of connective and soft tissue of abdominal wall	cancer
187999008	729401000006115	Malig neop of connective and soft tissue of hip and leg	cancer
188021002	729411000006117	Malig neop of connective and soft tissue of inguinal region	cancer
188003000	729421000006113	Malig neop of connective and soft tissue of lower leg	cancer
363366009	729431000006111	Malig neop of connective and soft tissue of pelvis NOS	cancer
363365008	729441000006118	Malig neop of connective and soft tissue of thorax NOS	cancer
188001003	729451000006116	Malig neop of connective and soft tissue thigh and upper leg	cancer
1090891000000103	729461000006119	Malig neop of connective and soft tissue trunk unspecified	cancer
387927001	729471000006114	Malig neop of endocrine gland or related structure NOS	cancer
419052002	729481000006112	Malig neop of kidney and other unspecified urinary organs	cancer
363514001	729491000006110	Malig neop of other and unspecified female genital organs	cancer
372063002	729501000006119	Malig neop of other and unspecified parts of nervous system	cancer
371982006	729511000006116	Malig neop of other endocrine glands and related structures	cancer
187881004	729521000006112	Malig neop of other site of heart, thymus and mediastinum	cancer
428100006	729531000006110	Malig neop of respiratory tract and intrathoracic organs	cancer
187929000	729541000006117	Malig neop of scapula and long bones of upper arm NOS	cancer
187833006	729551000006115	Malig neop of upper respiratory tract, part unspecified	cancer
