prodcodeid	productname
8318541000033114	humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
8318641000033110	humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units
8348941000033113	bolamyn sr 1000mg tablets
837041000033115	libanil tablets 2.5 mg
837141000033116	libanil tablets 5 mg
8494141000033119	bd micro-fine ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
8495341000033115	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge
8495441000033114	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
8495541000033110	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge
8495641000033111	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge
8495741000033119	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge
8495841000033112	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge
8535941000033119	hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge
8538641000033119	omnican fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
8586041000033117	unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
8586341000033115	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge
8586441000033114	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge
8586541000033110	nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge
8586641000033111	nanopass hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge
8622241000033111	glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge
8622341000033118	glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
8622541000033113	glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
8622841000033110	glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
8623241000033116	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge
8623341000033114	glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge
8623441000033115	glucorx finepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge
869841000033114	malix tablets 2.5 mg
869941000033118	malix tablets 5 mg
8839341000033116	glidipion 30mg tablets
8839441000033110	glidipion 45mg tablets
8880741000033117	mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
8880841000033110	mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge
8881041000033112	mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
8881241000033116	bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge
8881341000033114	bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge
8881441000033115	bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge
8881541000033119	bd safetyglide hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge
8884241000033118	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge
8954241000033119	microdot droplet hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
8959241000033118	alogliptin 6.25mg tablets
8959341000033111	alogliptin 12.5mg tablets
8959441000033117	alogliptin 25mg tablets
8959541000033116	vipidia 6.25mg tablets
8959641000033115	vipidia 12.5mg tablets
8959741000033112	vipidia 25mg tablets
8959841000033119	alogliptin 12.5mg / metformin 1g tablets
8959941000033110	vipdomet 12.5mg/1000mg tablets
8960541000033115	enteroguard oral powder
8963741000033119	mylife clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge
8966741000033113	hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge
896941000033112	metformin 500mg tablets
897041000033113	metformin 850mg tablets
9106041000033110	dapagliflozin 5mg / metformin 1g tablets
9106141000033114	dapagliflozin 5mg / metformin 850mg tablets
9106241000033119	xigduo 5mg/1000mg tablets
9106341000033112	xigduo 5mg/850mg tablets
9110341000033112	canagliflozin 100mg tablets
9110441000033118	canagliflozin 300mg tablets
9110541000033117	invokana 100mg tablets
9110641000033116	invokana 300mg tablets
915641000033117	pork mixtard 30 100units/ml suspension for injection 10ml vials
9161441000033114	hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge
9161541000033110	insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge
920141000033112	minodiab 2.5mg tablets
920241000033117	minodiab 5mg tablets
9230641000033113	sukkarto sr 500mg tablets
9230841000033114	sukkarto sr 1000mg tablets
924541000033112	monoject hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge
926541000033117	monotard mc insulin zinc susp bp nova injection 100 units/1 ml
9336641000033119	empagliflozin 10mg tablets
9336841000033118	empagliflozin 25mg tablets
9337141000033114	jardiance 10mg tablets
9337241000033119	jardiance 25mg tablets
961041000033114	neutral insulin injection 100 units/ml
961141000033113	neutral insulin (human) injection 100 units/ml
962241000033112	neutral insulin (evans) injection 100 units/ml
9677041000033116	insulin aspart 100units/ml solution for injection 1.6ml cartridges
9677141000033117	novorapid pumpcart 100units/ml solution for injection 1.6ml cartridges
9707541000033114	tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge
9707641000033110	tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge
9707741000033118	tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge
9707841000033111	tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge
9759541000033111	teduglutide 5mg powder and solvent for solution for injection vials
9759641000033112	revestive 5mg powder and solvent for solution for injection vials
9851541000033114	canagliflozin 50mg / metformin 1g tablets
9851641000033110	canagliflozin 50mg / metformin 850mg tablets
9851741000033118	vokanamet 50mg/850mg tablets
9851841000033111	vokanamet 50mg/1000mg tablets
